movieId|sim_moveId|relevance
1|4886|0.9746858735196685
1|3114|0.9671644147655893
1|78499|0.9378223697556919
1|2355|0.936678102150142
1|6377|0.9349736019996907
2|60|0.8928613304241351
2|2161|0.8911958248291767
2|4896|0.8895814698165468
2|1009|0.888364635271486
2|2399|0.8848743062672945
3|5309|0.9248349239019348
3|4621|0.9244829107038485
3|4471|0.9138877335286054
3|122|0.9092471323549182
3|7701|0.9063380804023506
4|1353|0.92652293209378
4|6765|0.9256604904264005
4|66203|0.9253562976446155
4|7149|0.921510712634925
4|195|0.9173491573263244
5|6944|0.9418993332044738
5|5308|0.9000277413433928
5|4003|0.8968230384321505
5|30825|0.8954974315677136
5|934|0.8942500350463647
6|1953|0.9325168805435776
6|4855|0.9317963183725329
6|1036|0.9180131085481451
6|2278|0.911613222373486
6|293|0.9081009676509062
7|8623|0.9350216338472284
7|915|0.9350147360535275
7|4285|0.9349370579812842
7|237|0.9342940845582507
7|2424|0.9318648722909524
8|828|0.9251410959300065
8|2077|0.8895151220088497
8|6405|0.8879178911050857
8|146|0.8846458251005002
8|711|0.8834773287016994
9|204|0.9384713400595579
9|4200|0.9012778985081014
9|1497|0.8982704851191332
9|4387|0.8917341143676663
9|1170|0.8913282392724209
10|1722|0.9684508830587345
10|4005|0.9663535715054019
10|3635|0.9654697004846831
10|3082|0.9652417442382942
10|2989|0.9646072443020604
11|539|0.9214021015791691
11|440|0.9158564077704557
11|361|0.9125473698150288
11|7149|0.9123489787555368
11|58047|0.9022910638954059
12|6888|0.9250552926412499
12|3785|0.9040102255342208
12|44972|0.9029457456855209
12|2163|0.8966577080941609
12|7319|0.8773993042290654
13|6889|0.9258456258040609
13|2085|0.9187588323311676
13|2089|0.9137310687667813
13|3615|0.8982763780047494
13|2057|0.8915321600096382
14|64620|0.9291522874898734
14|3246|0.927275829090705
14|7618|0.9102109683201052
14|1082|0.9064558636538541
14|2336|0.9064503864890981
15|552|0.879296876667353
15|4367|0.8622415578138771
15|2406|0.8613742239722507
15|78105|0.8562684712808577
15|736|0.8555740893299981
16|1213|0.9676623973653272
16|431|0.9599624301707754
16|1466|0.9505540548808864
16|25788|0.935341110129735
16|4378|0.9346289809191591
17|28|0.9710985950470343
17|7669|0.9655271941950888
17|40629|0.9600019282152303
17|1296|0.9579486347267805
17|74508|0.9314237077492575
18|4452|0.9089496699952504
18|176|0.9050512560411671
18|1503|0.9049255921059035
18|4267|0.9030891295556763
18|2072|0.9026080929821434
19|344|0.9520878455049611
19|3869|0.9516332838368149
19|107348|0.9358970478820083
19|4388|0.9327460510176245
19|2792|0.9317565795477624
20|145|0.9214293349202485
20|1432|0.908360935452202
20|7007|0.89049704793781
20|5027|0.8868385330676988
20|1573|0.8842145396339027
21|4011|0.9329264494043215
21|2542|0.9311748145706152
21|3104|0.8932736552216749
21|2580|0.8869109804478634
21|38061|0.8833099004882283
22|1620|0.930195181685502
22|5506|0.9109579603695063
22|6323|0.9038836312649929
22|7305|0.8980979527948798
22|52604|0.8980659827384359
23|1769|0.9267688606095887
23|1792|0.9172686306420389
23|2278|0.9164219716268549
23|61465|0.9105937281093138
23|8665|0.9062941285613265
24|1584|0.8828619235059992
24|55908|0.8652553957411508
24|112804|0.8588733933057859
24|97752|0.8581642504203957
24|5410|0.852090099867952
25|2858|0.9237703705493613
25|5992|0.9214160523040912
25|5015|0.9193862178466308
25|5625|0.913218527198716
25|73023|0.9129517279446008
26|3723|0.9664744992721288
26|30850|0.926662858849169
26|211|0.9222576241187258
26|4113|0.9215829292036272
26|1941|0.9210237090263611
27|7059|0.8680034348804571
27|917|0.8672648249262858
27|3189|0.8649506254006515
27|262|0.8480154539225462
27|5099|0.8475830798462584
28|17|0.9710985950470343
28|7669|0.970172096240441
28|1296|0.9586366626850118
28|40629|0.9504288563331443
28|613|0.9400393131915659
29|1199|0.8584358046782875
29|7099|0.85281216153859
29|7123|0.8517407847498527
29|59387|0.8493682426178462
29|1232|0.8455796548121597
30|1227|0.9117934388946742
30|1809|0.9106266524206486
30|73344|0.9049077679081633
30|26052|0.899576728319826
30|8656|0.8985376715023453
31|49910|0.9255721954586598
31|4019|0.9240383310746171
31|491|0.9226443960674948
31|4616|0.9220853275281331
31|5873|0.9192285301372749
32|4878|0.9115609898877713
32|68237|0.8962893573572095
32|70286|0.8945737912710621
32|4226|0.8862440659078252
32|2009|0.8841114307282627
34|1012|0.9073897569991822
34|3189|0.9048383657535581
34|1547|0.8948854673615021
34|2018|0.884572879246188
34|531|0.8794062347769263
36|7160|0.9310977678212566
36|2329|0.9266443987608832
36|3147|0.9221477083409866
36|290|0.9210571936588836
36|6852|0.9186533857111632
38|6338|0.9206155746298171
38|1021|0.8988822429389387
38|7161|0.8971089711577758
38|87|0.8953876860487294
38|1919|0.8949647564179274
39|2572|0.944474741527382
39|2144|0.9372972776117476
39|2485|0.9281508043039807
39|2581|0.9262380827416042
39|4091|0.9188834068751314
40|8010|0.9318705536618597
40|3711|0.9050265690590795
40|2739|0.9000124949869375
40|3271|0.8990568394675738
40|2928|0.8971549776774533
41|1217|0.8904003348617586
41|3742|0.8759980366261433
41|26|0.8752087296490509
41|3811|0.8731993283264089
41|1178|0.8728501184877171
42|4488|0.9227142043436513
42|493|0.9184461826391968
42|31101|0.8987679489646188
42|4262|0.8962871272120898
42|7047|0.8960782921877474
43|2336|0.9228581821823802
43|2563|0.9165834685746921
43|4152|0.9120822085756163
43|55274|0.9108125040622631
43|650|0.9097410355161604
44|393|0.942531513667344
44|1681|0.9255139779862056
44|4367|0.8863591671907411
44|2373|0.8832581050697708
44|5313|0.8784810115963937
45|319|0.8990987647189581
45|1648|0.8676874197923643
45|3893|0.8650596264929721
45|608|0.8626792376934487
45|6001|0.8602316361275965
46|105|0.9371227446945339
46|207|0.9123031685581313
46|2269|0.9118370306779391
46|2443|0.9113198412705934
46|140|0.905527654606935
47|4226|0.9567148311475834
47|27773|0.9421314774076772
47|904|0.9285458421921278
47|50|0.9094828708732109
47|5712|0.9076751992832255
48|783|0.9305310303552085
48|1688|0.9031124289494263
48|1907|0.9022528667693916
48|2081|0.8971013011185092
48|1029|0.8880874550404604
49|461|0.9114515563468075
49|7010|0.9067584285156831
49|27246|0.90350881691556
49|3855|0.9015776944367235
49|133645|0.8993858716481095
50|1089|0.9454891167857022
50|2579|0.9350001539803241
50|1617|0.9238488284470665
50|1086|0.9237512373259184
50|4226|0.917195071764688
52|6993|0.9397620858384592
52|281|0.924795518804301
52|8949|0.9212441926086348
52|1244|0.9162973693645042
52|6710|0.9154049630796214
53|1419|0.8773372843371112
53|2970|0.8759186662673232
53|8684|0.8698779459505834
53|7063|0.8667240479000171
53|4312|0.865240529511595
54|6559|0.9365738252197479
54|1021|0.9331154390410078
54|2082|0.9318848377498219
54|4822|0.9257013634728517
54|2042|0.9250068402134681
55|1119|0.9104570050762232
55|3790|0.9100867532981965
55|1051|0.9066057601223247
55|4345|0.9058508453194022
55|43914|0.901295853044397
57|341|0.9248180391293246
57|1621|0.9099100884961624
57|4345|0.9080295738346147
57|1633|0.9053588308613916
57|279|0.9043158503607137
58|1277|0.9192425990318279
58|8270|0.9097574153113992
58|3307|0.9092697693867211
58|1564|0.9069865689052367
58|916|0.9050970229498204
60|2161|0.9120824253943344
60|2162|0.9098973690108418
60|50601|0.907166079989358
60|126|0.9013567846330508
60|4896|0.8954875227209909
61|805|0.9305747593033842
61|2419|0.9246445148459537
61|71838|0.8997060089600428
61|3420|0.8963215366589502
61|54787|0.8932101998358334
62|2996|0.9315651488053838
62|1246|0.9232886000391864
62|3478|0.9175534367835961
62|2866|0.9154994367413632
62|4019|0.9151630288234347
63|2027|0.9449059431934161
63|6298|0.9329159519034484
63|4845|0.9245484390148553
63|131013|0.9079802926917216
63|87869|0.9053341729102258
64|1453|0.9337296246335469
64|2597|0.9198163600091454
64|188751|0.919539563275597
64|118|0.9126246681523298
64|295|0.9118843618906722
65|2296|0.9631655014904689
65|3979|0.9601121857430668
65|3146|0.9572796904779849
65|58315|0.9558853170929908
65|4340|0.9548457551086087
66|172|0.9034582128448283
66|6996|0.8940095561376858
66|71254|0.8928828277832909
66|95875|0.891878293265048
66|3986|0.8914833454258866
68|3422|0.9071153714514488
68|4877|0.9041368102037426
68|6100|0.8946514254687441
68|2774|0.8917171784252707
68|2259|0.8915617001210593
69|1194|0.9515472765057778
69|1753|0.9436649277668198
69|6188|0.9246026818592731
69|333|0.9229965617231867
69|3421|0.9216396109986
70|48678|0.9053079421006459
70|46965|0.8721262301835638
70|2867|0.8718934749038135
70|71535|0.8715549768207024
70|60522|0.8637869134259607
71|204|0.9052288891462377
71|2817|0.8977223823006619
71|2534|0.8952322569390392
71|1170|0.8916853770499737
71|7376|0.8878926016913928
72|1836|0.9396064220863329
72|3543|0.9257436607519414
72|6978|0.9249956190819377
72|1454|0.9244067691284269
72|2395|0.922397908636138
73|527|0.9174710719183842
73|5995|0.9168616618669334
73|6235|0.9114293487651974
73|64034|0.9068623585675486
73|7303|0.8988102191223083
74|4067|0.9641983074151005
74|3512|0.9620648280219525
74|140|0.9501062022334363
74|1767|0.9456294586165834
74|779|0.943845356722492
75|765|0.9157780305679054
75|3912|0.8864888879224421
75|95067|0.8859477511853324
75|984|0.8851851628219257
75|569|0.8811877430368039
76|172|0.9303965785923138
76|71530|0.9139478225847215
76|3981|0.9053532765331672
76|338|0.9051358851964447
76|3986|0.904380773479729
77|1310|0.9340249036168208
77|4711|0.9307103347297379
77|5137|0.9273931151360931
77|5385|0.9243507077070149
77|3680|0.9155559613012484
78|6185|0.9010940239155271
78|37733|0.8986757507726915
78|1218|0.894403652762185
78|293|0.8920612055749205
78|3265|0.8919952296547866
79|6879|0.9032439128069426
79|454|0.9020872583949899
79|3249|0.8995549037419874
79|640|0.8935510542497405
79|6281|0.8928621445527528
80|6427|0.8542743219339439
80|3289|0.8489410698320139
80|917|0.8477863638022943
80|262|0.8472678591086498
80|7059|0.8407156420838164
81|431|0.8973328775736251
81|4378|0.8944773955044472
81|16|0.8887130971560679
81|2130|0.8860250393101832
81|866|0.8829225371747019
82|5890|0.9259693880492593
82|1734|0.909758482420057
82|1446|0.9093655036895564
82|44694|0.9092977737680787
82|6867|0.9092022893530416
83|5625|0.8958901789290126
83|7139|0.8954398363401137
83|1678|0.8912585914088726
83|1643|0.8906227360518619
83|6466|0.8886700634640392
85|1683|0.9271327726266445
85|5646|0.9222117789850234
85|2020|0.9165057245920536
85|7151|0.9131470530209227
85|509|0.9091714813312473
86|48412|0.8955541255450266
86|117466|0.8891241765154858
86|55247|0.8835974779952114
86|2370|0.8823399421479393
86|1801|0.8800704312697367
87|6338|0.9389328824575678
87|5591|0.929521258314419
87|4502|0.9242531224018483
87|840|0.9230067575139308
87|374|0.9218270297519724
88|2195|0.9530477380661306
88|333|0.9449695283078237
88|6287|0.9402930639398401
88|104|0.9368243059144379
88|1753|0.9357980413817139
89|1518|0.9331435650881016
89|474|0.9296531786463565
89|4632|0.9249204272074578
89|2353|0.9181240214580958
89|6059|0.9057152338605113
92|185029|0.8918800920811252
92|6220|0.8879513753957717
92|1655|0.8865865200115963
92|53953|0.8840065050182535
92|92422|0.8834418828427797
93|6744|0.8887796544139392
93|842|0.8713581034227845
93|98175|0.8621023971555973
93|99007|0.8561591366727737
93|89030|0.8521383084467177
94|8784|0.928033503352125
94|281|0.9245339071573572
94|6268|0.9242453440628173
94|2248|0.9235314115433284
94|803|0.9214442687255653
95|1552|0.9559196852222186
95|494|0.9406095283540407
95|434|0.939559074113037
95|733|0.939026392641378
95|3623|0.931246692318798
96|71466|0.8974361265123901
96|2738|0.8969483597139403
96|3045|0.895051447519536
96|324|0.8880589262246605
96|8183|0.8844415715114216
97|73344|0.933499079185851
97|8656|0.931918416098443
97|3019|0.9232245891745643
97|2731|0.9213007394909078
97|5954|0.9198313840580322
99|722|0.898504956276291
99|4961|0.8893913893179253
99|3327|0.8837145545690888
99|3007|0.8778819464322849
99|206|0.8765503979254786
100|3952|0.9105986330538269
100|6879|0.8984667672614475
100|180497|0.89321618201805
100|3810|0.8925462258264618
100|5293|0.8924260087891119
101|68848|0.9078450259851234
101|4027|0.8816406621963546
101|1500|0.8744284038783384
101|1732|0.8546689494915102
101|2502|0.8504663569383278
102|4268|0.9465463943628425
102|7448|0.9454625674973174
102|1439|0.9450352488195616
102|1855|0.9403382219144492
102|747|0.9396108314367755
103|3557|0.9014122412774634
103|2267|0.890945309385718
103|3445|0.8804048676733439
103|695|0.8751385164647558
103|7347|0.8728847628654873
104|2335|0.966629735724421
104|8528|0.9589144903711685
104|2060|0.9550862144342757
104|3948|0.9485629150146461
104|333|0.947600995524317
105|46|0.9371227446945339
105|8533|0.9309026920235041
105|4296|0.9282425660898973
105|381|0.9214407247063758
105|534|0.9185821367737428
106|649|0.8700744210681561
106|4529|0.867067681784009
106|617|0.8561713150829047
106|82|0.8536802726122683
106|615|0.8515356506368323
107|3396|0.9207986114073154
107|2083|0.874220173334774
107|3398|0.8710270196897706
107|91094|0.8628464043524801
107|1566|0.8546260364658653
108|759|0.878433645689198
108|1144|0.8778941545419322
108|4453|0.8742728808111565
108|78746|0.8730736676407648
108|3327|0.8715355632817686
110|2028|0.9517158254680138
110|3753|0.9270011170137512
110|3062|0.9207048097381911
110|170705|0.9182926976314619
110|7143|0.9153567178482275
111|115569|0.927939933861037
111|3741|0.9252136700885046
111|3551|0.916307891279456
111|2952|0.9156204898481989
111|7895|0.9125943167710566
112|2880|0.9034889952562427
112|861|0.8928358575730481
112|2879|0.8924651676985018
112|1429|0.885431976378422
112|26547|0.8843826391674301
113|3251|0.8927112678998991
113|2749|0.8900252281054144
113|64575|0.8740530280031604
113|70708|0.8738980287651322
113|3068|0.8733161552225446
116|2494|0.954210975846907
116|4769|0.9222265063682187
116|363|0.9059008629540073
116|4278|0.9045901977903141
116|759|0.8983166969849227
117|177593|0.9154198339084209
117|59995|0.9154170361109999
117|4218|0.9153169292773191
117|27592|0.913360684490125
117|4043|0.9088259805471253
118|1541|0.9416831078397403
118|499|0.9392653742880424
118|2629|0.9339059320728296
118|1906|0.9324075646362111
118|4782|0.9312918323346326
119|3497|0.9086836956587913
119|1167|0.906329865008958
119|4010|0.9047686572628191
119|2350|0.904553745924966
119|2598|0.9032962314886809
121|1397|0.9223736851527609
121|6591|0.9162226981303792
121|4465|0.9153729105355932
121|30820|0.905934617826381
121|6436|0.9041975329709422
122|7173|0.9220917310519894
122|5454|0.9200282813715156
122|4489|0.9195858494952278
122|3394|0.9167233982863142
